PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201400580918	24966968			Diagnostic utility of E-cadherin and P120 catenin cocktail immunostain in distinguishing DCIS from LCIS		Li, Xiaoxian (xli40@emory.edu) ; Schwartz, Mary R.; Ro, Jae; Hamilton, Candice R.; Ayala, Alberto G.; Truong, Luan D.; Zhai, Qihui ''Jim'' (zhai.qihui@mayo.edu)									International Journal of Clinical and Experimental Pathology		2014		7	5	2551-2557	2551	2557							Background: Breast carcinoma in situ (CIS) is classified into ductal carcinoma in situ (DCIS) and lobular carcinoma in situ (LCIS). DCIS is treated with surgical excision while LCIS can be clinically followed with or without hormonal treatment. Thus, it is critical to distinguish DCIS from LCIS. Immunohistochemical (IHC) staining for E-cadherin is routinely used to differentiate DCIS from LCIS in diagnostically challenging cases. Circumferential diffuse membranous staining of E-cadherin is the typical pattern in DCIS, whereas LCIS lacks or shows decreased E-cadherin expression. Recent studies have shown that DCIS has membranous staining of P120 catenin and LCIS has diffuse cytoplasmic staining of P120 catenin. We developed a cocktail composed of E-cadherin and P120 catenin primary antibodies so that only one slide is needed for the double immunostains. Designs: Twenty-seven blocks of formalin-fixed paraffin-embedded tissue from 26 cases of DCIS or LCIS were retrieved from the archives of Houston Methodist Hospital. Four consecutive sections from the same blocks were used for H&E and immunohistochemical (IHC) stains. The E-cadherin antibody was a rabbit polyclonal antibody and the P120 catenin antibody was a mouse monoclonal antibody. The E-cadherin primary antibody was detected using a secondary antibody raised against rabbit antibody and was visualized with a brown color. The P120 catenin primary antibody was detected using a secondary antibody raised against mouse antibody and was visualized with a red color. Results: Using individual antibodies, 15 of 15 DCIS lesions had diffuse circumferential membranous E-cadherin staining (brown stain) or P120 catenin staining (red stain). All 12 LCIS cases showed cytoplasmic P120 red staining or loss of E-cadherin staining when the single P120 catenin or E-cadherin antibody was used. When stained with the antibody cocktail, all 15 DCIS samples showed diffuse red and brown membranous staining without cytoplasmic stain; all 12 LCIS samples showed diffuse cytoplasmic red staining for P120 catenin but no membranous staining for E-cadherin. Conclusions: 1. This antibody cocktail can be applied in daily practice on paraffin-embedded tissue and is especially useful in small biopsies with small foci of CIS lesions. 2. Immunohistochemical staining with the antibody cocktail showed 100% concordance with the traditional single antibody immunostaining using either E-cadherin or P120 catenin antibody. 3. Our antibody cocktail includes E-cadherin as a positive membranous stain for DCIS and P120 catenin as a positive cytoplasmic stain for LCIS, which may enhance accuracy and confidence in the differential diagnoses.														1936-2625	1936-2625																			
J	BCI:BCI201300257839				Classification of Recurrent MAST and NOTCH Mutations in Breast Carcinoma, a Study of Pre-Malignant Lesions Indicates Early Involvement		Clay, M. R.; Sushama, V.; Robert, W. W.									Laboratory Investigation		2013	FEB 2013	93	Suppl. 1	33A-34A	33A	34A										Clay, Michael/N-3866-2018	Clay, Michael/0000-0003-1659-8927										0023-6837	1530-0307																			
J	BCI:BCI201300257901				Pleomorphic Lobular Carcinoma In Situ of the Breast: Clinicopathological Review of 57 Cases and a Proposed New Histopathologic Classification		Khoury, T.; Karabakhtsian, R.; Yan, L.; Syriac, S.; Liu, S.; Desouki, M. M.									Laboratory Investigation		2013	FEB 2013	93	Suppl. 1	49A	49A																						0023-6837	1530-0307																			
J	BCI:BCI201300257920				Comparison of Margin Status of Separate Cavity Margins and Lumpectomy Margins in Breast Conserving Surgery		Li, Y.; Hughes, I.; Omman, R.; Roquiz, W.; Duan, X.; Szpaderska, A.; Perez, C.; Godellas, C.; Ersahin, C.									Laboratory Investigation		2013	FEB 2013	93	Suppl. 1	53A	53A																						0023-6837	1530-0307																			
J	BCI:BCI201300257927				Findings on Excision Following a Core Needle Biopsy Diagnosis of Lobular Neoplasia: A Single Institution Experience		Limbach, A. Lott; Collie, A.; Downs-Kelly, E.									Laboratory Investigation		2013	FEB 2013	93	Suppl. 1	55A	55A																						0023-6837	1530-0307																			
J	BCI:BCI201300257929				Radiological and Pathological Extent of Columnar Cell Changes with Atypia (CCC-A) Diagnosed on Core Needle Biopsy (CNB) Correlates with Carcinoma Upgrade on Surgical Excision (SE)		Lu, F-I; Giri, D.									Laboratory Investigation		2013	FEB 2013	93	Suppl. 1	55A	55A																						0023-6837	1530-0307																			
J	BCI:BCI201300257930				Findings of Magnetic Resonance Imaging-Guided Breast Biopsy: A Radiologic and Pathologic Correlation Study from a Single Institution		Lynch, B.; Seiler, S.; Moses, G.; Sahoo, S.									Laboratory Investigation		2013	FEB 2013	93	Suppl. 1	55A	55A																						0023-6837	1530-0307																			
J	BCI:BCI201300241458				Pleomorphic Lobular Carcinoma In Situ of the Breast: Clinicopathological Review of 57 Cases and a Proposed New Histopathologic Classification		Khoury, T.; Karabakhtsian, R.; Yan, L.; Syriac, S.; Liu, S.; Desouki, M. M.									Modern Pathology		2013	FEB 2013	26	Suppl. 2	49A	49A																						0893-3952	1530-0285																			
J	BCI:BCI201300125288	23074288			Prospective Study on Physical Activity and Risk of In Situ Breast Cancer		Steindorf, Karen (k.steindorf@dkfz.de) ; Ritte, Rebecca; Tjonneland, Anne; Johnsen, Nina Fons; Overvad, Kim; Ostergaard, Jane Nautrup; Clavel-Chapelon, Francoise; Fournier, Agnes; Dossus, Laure; Lukanova, Annekatrin; Chang-Claude, Jenny; Boeing, Heiner; Wientzek, Angelika; Trichopoulou, Antonia; Karapetyan, Tina; Trichopoulos, Dimitrios; Masala, Giovanna; Krogh, Vittorio; Mattiello, Amalia; Tumino, Rosario; Polidoro, Silvia; Ramon Quiros, Jose; Travier, Noemie; Sanchez, Maria-Jose; Navarro, Carmen; Ardanaz, Eva; Amiano, Pilar; Bueno-de-Mesguita, H. Bas; van Duijnhoven, Franzel J. B.; Monninkhof, Evelyn; May, Anne M.; Khaw, Kay-Tee; Wareham, Nick; Key, Tim J.; Travis, Ruth C.; Borch, Kristin Benjaminsen; Fedirko, Veronika; Rinaldi, Sabina; Romieu, Isabelle; Wark, Petra A.; Norat, Teresa; Riboli, Elio; Kaaks, Rudolf									Cancer Epidemiology Biomarkers & Prevention		2012	DEC 2012	21	12	2209-2219	2209	2219							Background: Physical activity has been identified as protective factor for invasive breast cancer risk, whereas comparable studies on in situ carcinoma are rare.Methods: The study included data from 283,827 women of the multinational European Prospective Investigation into C7ancer and Nutrition (EPIC)-cohort study. Detailed information on different types of physical activity conducted during the prior year, such as occupational, recreational, and household activity, as well as on important cofactors, was assessed at baseline. Adjusted HRs for in situ breast cancer were estimated by Cox proportional hazards models.Results: During a median follow-up period of 11.7 years, 1,059 incidents of breast carcinoma in situ were identified, in crude and adjusted multivariable models, no associations were found for occupational, household, and recreational physical activity. Furthermore, total physical activity was not associated with risk of in situ breast cancer. Comparing moderately inactive, moderately active, and active participants with inactive study participants resulted in adjusted HRs of 0.99 [95% confidence interval (CI), 0.83-1.19], 0.99 (95% CI, 0.82-1.20), and 1.07(95% CI, 0.81-1.40), respectively (P value of trend test: 0.788). No inverse associations were found in any substrata defined by age at diagnosis or body mass index (BMI) status.Conclusions: In this large prospective study, we did not find any evidence of an association between physical activity and in situ breast cancer risk. It not by chance, the contrast between our results for carcinoma in situ and the recognized inverse association for invasive breast cancer suggests that physical activity may have stronger effects on proliferation and late stage carcinogenesis. Cancer Epidemiol Biomarkers Prev; 21(12); 2209-19. (C)2012 AACR.			Clavel-Chapelon, Francoise/G-6733-2014; SANCHEZ-PEREZ, MARIA JOSE/D-1087-2011; Wientzek, Angelika/F-4851-2013; May, Anne/G-9183-2011; Krogh, Vittorio/K-2628-2016; Dossus, Laure/B-2875-2013; Fournier, Agnes/H-4615-2018; Mattiello, Amalia/K-5112-2016	SANCHEZ-PEREZ, MARIA JOSE/0000-0003-4817-0757; Wientzek, Angelika/0000-0002-9068-3022; Krogh, Vittorio/0000-0003-0122-8624; Dossus, Laure/0000-0003-2716-5748; Fournier, Agnes/0000-0001-8380-3439; Mattiello, Amalia/0000-0003-3676-7353; Masala, Giovanna/0000-0002-5758-9069; Wark, Petra/0000-0003-1020-4640; Travier, Noemie/0000-0001-5228-7769; Benjaminsen Borch, Kristin/0000-0002-1741-2322; Tjonneland, Anne/0000-0003-4385-2097; Ritte, Rebecca/0000-0002-0469-6952; Navarro, Carmen/0000-0001-8896-7483; Riboli, Elio/0000-0001-6795-6080										1055-9965	1538-7755	10.1158/1055-9965.EPI-12-0961																		
J	BCI:BCI201200395698	22317899			Postmenopausal hormone therapy and ductal carcinoma in situ: A population-based case-control study		Calvocoressi, Lisa (lisa.calvocoressi@yale.edu) ; Stowe, Meredith H. (meredith.stowe@yale.edu) ; Carter, Darryl (cartersonline@hotmail.com) ; Claus, Elizabeth B. (elizabeth.claus@yale.edu)									Cancer Epidemiology		2012	APR 2012	36	2	161-168	161	168							Background and aim: The relationship between hormone therapy (HT) and invasive breast cancer has been extensively investigated, but the relationship between HT and in situ breast cancer has received relatively little attention. We examined the relationship between HT and ductal carcinoma in situ (DCIS) among postmenopausal women who participated in a population-based case-control study in Connecticut, USA. Methods: This analysis included 1179 post-menopausal women (603 controls and 576 cases), who comprised a subset of a population-based case-control study that included all incident cases of breast carcinoma in situ (BCIS) in Connecticut and frequency-matched controls by 5-year age intervals. Results: We found no association between DCIS and ever use of any HT (adjusted odds ratio (OR) = 0.85, 95% confidence interval (CI): 0.65-1.11); of estrogen alone (adjusted OR = 0.93; 95% CI: 0.68-1.29) or of estrogen and progesterone (adjusted OR = 0.75; 95% CI: 0.52-1.08). There was also no association between DCIS and current use of these hormones. In addition, estimated risk of DCIS did not increase with duration of use of these preparations. Conclusions: These results add to a small literature that remains inconclusive. To determine whether HT poses risk of in situ breast cancer, larger studies with greater power and precise control of important covariates (e. g., mammography screening) are needed, as are meta-analyses of available data. (C) 2012 Elsevier Ltd. All rights reserved.														1877-7821	1877-783X	10.1016/j.canep.2012.01.001																		
J	BCI:BCI201200296491	22328009			Breast Cancers Detected by Breast MRI Screening and Ultrasound in Asymptomatic Asian Women: 8 Years of Experience in Taiwan		Cheng, Yu-Chen; Wu, Nai-Yuan; Ko, James S.; Lin, Po-Wei; Lin, Wei-Chan; Juang, Shiow-Jen; Tsai, Tsung-Tsung; Chang, Cheng-Yen; Chen, Jeon-Hor (jeonhc@uci.edu) ; Cheng, Hui-Cheng									Oncology (Basel)		2012		82	2	98-107	98	107							Background: This study investigated one-stop breast screening combining magnetic resonance imaging (MRI) and ultrasound (US) in asymptomatic Asian women. Methods: 3,586 asymptomatic women (mean age, 45.3 years) were retrospectively analyzed by breast MRI followed by US. US-guided biopsy was performed when the MRI-detected lesion was confirmed by US. When the lesion was not detected on the initial US, a second-look US guided by MRI findings was performed. Then biopsy was done. MRI-positive and US-negative patients were followed up according to MRI lesion size, MRI lesion morphology, and mammographic diagnosis. Results: In total, 115 subjects had suspicious malignant lesions and received US-guided biopsy, and 47 malignant lesions, including 35 invasive cancers and 12 carcinoma in situ (CIS) lesions, were diagnosed. More than half (22/35, 63%) of the women with invasive cancer were <50 years of age, and 27 (57.4%) of the 47 cancer cases had early breast cancers. Two invasive cancers (5.7%) and 7 CIS lesions (58.3%) were found at the second-look US. The overall cancer incidence was 1.31% (47/3,586) and increased to 2.2% (78/3,586) if precancerous lesions were included. Subjects aged 41-50 years had the highest incidence of cancer detection (1.97%). Five MRI and US-negative cases had cancers found 1 year after the screening. Conclusions: The results from the one-stop breast screening in this study showed that combining MRI and US is an efficient multimodality tool for screening asymptomatic Asian women in a metropolitan area of Taiwan who had concerns about the diagnosis and radiation of mammography. Copyright (C) 2012 S. Karger AG, Basel														0030-2414	1423-0232	10.1159/000335958																		
